id,sinav_turu,yil,konu,alt_konu,soru_tipi,zorluk,soru_metin,secenek_A,secenek_B,secenek_C,secenek_D,secenek_E,dogru_cevap,kaynak_turu,gorsel_bagimli,text_input,stratify_col
196,LGS,2024,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Her birinin hacmi 12000 cm³ olan dik dairesel silindir şeklindeki 3 adet ahşap parça, taban yüzeylerinden yapıştırılarak yüksekliği 70 cm olan aşağıdaki gibi bir tabure yapılmıştır. Taburenin alt ve üstteki parçaları özdeş ve her birinin yüksekliği ortadaki parçanın yüksekliğinin 1/5’i kadardır. Verilere göre, en üstteki parçanın taban yarıçapının uzunluğunun ortadaki parçanın taban yarıçapının uzunluğuna oranı kaçtır? (π yerine 3 alınız.)",10/√5,3/√2,√2,5/√5,-,D,MEB,bagimli,"[SORU] Her birinin hacmi 12000 cm³ olan dik dairesel silindir şeklindeki 3 adet ahşap parça, taban yüzeylerinden yapıştırılarak yüksekliği 70 cm olan aşağıdaki gibi bir tabure yapılmıştır. Taburenin alt ve üstteki parçaları özdeş ve her birinin yüksekliği ortadaki parçanın yüksekliğinin 1/5’i kadardır. Verilere göre, en üstteki parçanın taban yarıçapının uzunluğunun ortadaki parçanın taban yarıçapının uzunluğuna oranı kaçtır? (π yerine 3 alınız.)
[A] 10/√5
[B] 3/√2
[C] √2
[D] 5/√5
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
447,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Hesaplama,Orta,Yüzler basamağı 2 olan üç basamaklı kaç tane tam kare sayı vardır?,2,3,4,5,,B,MEB,yok,"[SORU] Yüzler basamağı 2 olan üç basamaklı kaç tane tam kare sayı vardır?
[A] 2
[B] 3
[C] 4
[D] 5",Tam Sayı / Özel Tanımlar_Hesaplama
195,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,⁴√(2^8 · 3^5 · 7) = a⁴√b ise b tam sayısı en az kaçtır?,10,15,21,24,30,C,Kitap,yok,"[SORU] ⁴√(2^8 · 3^5 · 7) = a⁴√b ise b tam sayısı en az kaçtır?
[A] 10
[B] 15
[C] 21
[D] 24
[E] 30",Üslü ve Köklü İfadeler_Hesaplama
320,LGS,2024,Kareköklü İfadeler,Problem Çözme,Problem,Orta,81 m yükseklikten bırakılan top her çarpışta önceki yüksekliğin 1/3’üne çıkıyor. √10 m’lik direğin tepesini kaç kez geçer?,3,4,5,6,-,C,Deneme,destekleyici,"[SORU] 81 m yükseklikten bırakılan top her çarpışta önceki yüksekliğin 1/3’üne çıkıyor. √10 m’lik direğin tepesini kaç kez geçer?
[A] 3
[B] 4
[C] 5
[D] 6
[E] -",Problem Çözme_Problem
26,LGS,2020,Kareköklü İfadeler,Problem Çözme,Problem,Kolay,Altın oran açıklaması: Logonun kısa kenarı 2√5 − 2 cm ise uzun kenarı altın oranla orantılı olacak. Uzun kenar kaç cm olmalıdır?,2,√5 − 1,4,2√5,√5 + 1,C,Kitap,yok,"[SORU] Altın oran açıklaması: Logonun kısa kenarı 2√5 − 2 cm ise uzun kenarı altın oranla orantılı olacak. Uzun kenar kaç cm olmalıdır?
[A] 2
[B] √5 − 1
[C] 4
[D] 2√5
[E] √5 + 1",Problem Çözme_Problem
369,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Yorum,Orta,I. √1 + √1 = √2  II. √100 + √121 = 21  III. 7√5 − 7√5 = 0  IV. 4√3 + 5√3 − √3 = 8√3  Yukarıdaki eşitliklerden hangileri doğrudur?,I ve III,II ve III,II ve IV,III ve IV,,B,Kitap,yok,"[SORU] I. √1 + √1 = √2  II. √100 + √121 = 21  III. 7√5 − 7√5 = 0  IV. 4√3 + 5√3 − √3 = 8√3  Yukarıdaki eşitliklerden hangileri doğrudur?
[A] I ve III
[B] II ve III
[C] II ve IV
[D] III ve IV",İşlem ve Sadeleştirme_Yorum
332,LGS,2024,Kareköklü İfadeler,Problem Çözme,Problem,Orta,"Kırmızı torbada √28, 3√3, √24; sarı torbada √12, √8, √7 vardır. Her seferinde torbalardan birer sayı çekilip çarpılıyor ve sayılar geri atılıyor. En fazla kaç farklı irrasyonel çarpım elde edilebilir?",5,6,7,8,,C,Deneme,bagimli,"[SORU] Kırmızı torbada √28, 3√3, √24; sarı torbada √12, √8, √7 vardır. Her seferinde torbalardan birer sayı çekilip çarpılıyor ve sayılar geri atılıyor. En fazla kaç farklı irrasyonel çarpım elde edilebilir?
[A] 5
[B] 6
[C] 7
[D] 8
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
278,LGS,2025,Kareköklü ifadeler,Rasyonelleştirme,Hesaplama,Zor,1/(√2 + 1) + 1/(√3 + √2) + 1/(2 + √3) + ... + 1/(√121 + √120) işleminin sonucu kaçtır?,9,10,11,12,13,B,Kitap,yok,"[SORU] 1/(√2 + 1) + 1/(√3 + √2) + 1/(2 + √3) + ... + 1/(√121 + √120) işleminin sonucu kaçtır?
[A] 9
[B] 10
[C] 11
[D] 12
[E] 13",Rasyonelleştirme_Hesaplama
528,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Dikdörtgen şeklindeki A, B ve C kağıtları verilmiştir. A kağıdının uzun kenarı 9√2 cm, C kağıdının uzun kenarı 4√3 cm ve B kağıdının kısa kenarı 2 cm'dir. B kağıdı kesilerek alanı tam kare doğal sayı olan eş kareler elde edilecektir. Buna göre elde edilebilecek karelerin sayısı aşağıdakilerden hangisi olamaz?",3,4,5,6,,A,MEB,bagimli,"[SORU] Dikdörtgen şeklindeki A, B ve C kağıtları verilmiştir. A kağıdının uzun kenarı 9√2 cm, C kağıdının uzun kenarı 4√3 cm ve B kağıdının kısa kenarı 2 cm'dir. B kağıdı kesilerek alanı tam kare doğal sayı olan eş kareler elde edilecektir. Buna göre elde edilebilecek karelerin sayısı aşağıdakilerden hangisi olamaz?
[A] 3
[B] 4
[C] 5
[D] 6
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
247,LGS,2023,Kareköklü ifadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,"Yukarıdaki kartların ön yüzlerinde birer kareköklü ifade verilmiştir. Her bir kartın arka yüzünde ise ön yüzünde yazan kareköklü ifadenin a√b biçiminde farklı bir gösterimi yazmaktadır. Buna göre, aşağıdakilerden hangisi bu kartlardan herhangi birinin arka yüzüne yazılamaz?",5√28,2√27,2√70,3√20,-,C,MEB,bagimli,"[SORU] Yukarıdaki kartların ön yüzlerinde birer kareköklü ifade verilmiştir. Her bir kartın arka yüzünde ise ön yüzünde yazan kareköklü ifadenin a√b biçiminde farklı bir gösterimi yazmaktadır. Buna göre, aşağıdakilerden hangisi bu kartlardan herhangi birinin arka yüzüne yazılamaz?
[A] 5√28
[B] 2√27
[C] 2√70
[D] 3√20
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Üslü ve Köklü İfadeler_Hesaplama
675,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,Aşağıdaki eşitliklerden hangisi doğrudur?,√40 = 4√10,√48 = 2√6,√72 = 6√2,√99 = 9√2,,B,MEB,yok,"[SORU] Aşağıdaki eşitliklerden hangisi doğrudur?
[A] √40 = 4√10
[B] √48 = 2√6
[C] √72 = 6√2
[D] √99 = 9√2",İşlem ve Sadeleştirme_Hesaplama
441,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Kolay,Alanı √32 cm² olan dikdörtgenin kenarlarından birinin uzunluğu 4 cm olduğuna göre diğer kenarının uzunluğu kaç santimetredir?,√2,√8,6,8,,A,MEB,yok,"[SORU] Alanı √32 cm² olan dikdörtgenin kenarlarından birinin uzunluğu 4 cm olduğuna göre diğer kenarının uzunluğu kaç santimetredir?
[A] √2
[B] √8
[C] 6
[D] 8",Alan ve Geometri_Problem
561,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Kolay,"120 dm ve 150 dm tahtalardan 2√15 ve 3√5 dm parçalar kesiliyor. En çok kaç kitaplık yapılır? (Her kitaplık için 2 mavi, 3 bordo parça lazım)",6,7,8,9,,B,MEB,bagimli,"[SORU] 120 dm ve 150 dm tahtalardan 2√15 ve 3√5 dm parçalar kesiliyor. En çok kaç kitaplık yapılır? (Her kitaplık için 2 mavi, 3 bordo parça lazım)
[A] 6
[B] 7
[C] 8
[D] 9
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
652,LGS,2020,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,√5 sayısına en yakın tam sayı aşağıdakilerden hangisidir?,1,2,3,4,,B,MEB,yok,"[SORU] √5 sayısına en yakın tam sayı aşağıdakilerden hangisidir?
[A] 1
[B] 2
[C] 3
[D] 4",Yaklaşık Değer_Yorum
45,LGS,2020,Kareköklü İfadeler,Problem Çözme,Problem,Kolay,Altın oranlı dikdörtgende kısa kenar 2√5 − 2 cm. Uzun kenar kaç cm?,2,√5 − 1,4,2√5,√5 + 1,C,Deneme,yok,"[SORU] Altın oranlı dikdörtgende kısa kenar 2√5 − 2 cm. Uzun kenar kaç cm?
[A] 2
[B] √5 − 1
[C] 4
[D] 2√5
[E] √5 + 1",Problem Çözme_Problem
56,LGS,2020,Kareköklü İfadeler,Denklemler,Hesaplama,Zor,√[x³] · 3⁶ = √[6]n eşitliğinde x kaç olabilir?,1/5,3/5,5/9,8/5,11/5,C,Örnek,yok,"[SORU] √[x³] · 3⁶ = √[6]n eşitliğinde x kaç olabilir?
[A] 1/5
[B] 3/5
[C] 5/9
[D] 8/5
[E] 11/5",Denklemler_Hesaplama
621,LGS,2018,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,"Alanı 118 m^2 olan bir evin dikdörtgen biçimindeki odaları ve salonu dışındaki bölümlerinin toplam alanı 34 m^2'dir. Salonun alanı, metrekare cinsinden bir tam kare sayıdır ve odaların alanları toplamından küçüktür. Bu salonun kısa kenarının uzunluğu √18 m olduğuna göre uzun kenarının uzunluğu en fazla kaç metredir?",7√2,6√2,4√2,3√2,,B,MEB,yok,"[SORU] Alanı 118 m^2 olan bir evin dikdörtgen biçimindeki odaları ve salonu dışındaki bölümlerinin toplam alanı 34 m^2'dir. Salonun alanı, metrekare cinsinden bir tam kare sayıdır ve odaların alanları toplamından küçüktür. Bu salonun kısa kenarının uzunluğu √18 m olduğuna göre uzun kenarının uzunluğu en fazla kaç metredir?
[A] 7√2
[B] 6√2
[C] 4√2
[D] 3√2",Alan ve Geometri_Yorum
10,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,⁴√2 − √3·√(6√2 + √2) işlemi kaç eşittir?,1,√2,√3,2√2,3√2,A,Kitap,yok,"[SORU] ⁴√2 − √3·√(6√2 + √2) işlemi kaç eşittir?
[A] 1
[B] √2
[C] √3
[D] 2√2
[E] 3√2",İşlem ve Sadeleştirme_Hesaplama
79,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Zor,(√3 + √2 + √3 − √2)/(√3 + √7) işlemi kaça eşittir?,1,1/√2,√2,2,2√2,C,Deneme,yok,"[SORU] (√3 + √2 + √3 − √2)/(√3 + √7) işlemi kaça eşittir?
[A] 1
[B] 1/√2
[C] √2
[D] 2
[E] 2√2",İşlem ve Sadeleştirme_Hesaplama
207,LGS,2025,Kareköklü İfadeler,Denklemler,Hesaplama,Orta,√(4x − 2y − 6) + ⁴√(3x − y − 1) = 0 ise y kaçtır?,-7,-2,0,3,8,A,Kitap,yok,"[SORU] √(4x − 2y − 6) + ⁴√(3x − y − 1) = 0 ise y kaçtır?
[A] -7
[B] -2
[C] 0
[D] 3
[E] 8",Denklemler_Hesaplama
480,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Kolay,"Kenar uzunlukları 8√5 cm ve 6√5 cm olan dikdörtgen şeklindeki bir odanın tabanı, kenar uzunluğu √5 cm olan kare şeklindeki fayanslarla tamamen kaplanacaktır. Bunun için en az kaç tane fayansa ihtiyaç vardır?",60,48,30,24,,B,MEB,yok,"[SORU] Kenar uzunlukları 8√5 cm ve 6√5 cm olan dikdörtgen şeklindeki bir odanın tabanı, kenar uzunluğu √5 cm olan kare şeklindeki fayanslarla tamamen kaplanacaktır. Bunun için en az kaç tane fayansa ihtiyaç vardır?
[A] 60
[B] 48
[C] 30
[D] 24",Alan ve Geometri_Hesaplama
694,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,a ve b doğal sayılardır. √252 = a√b olduğuna göre b'nin alabileceği en küçük değer kaçtır?,2,6,7,14,,B,MEB,yok,"[SORU] a ve b doğal sayılardır. √252 = a√b olduğuna göre b'nin alabileceği en küçük değer kaçtır?
[A] 2
[B] 6
[C] 7
[D] 14",İşlem ve Sadeleştirme_Hesaplama
222,LGS,2022,Kareköklü ifadeler,Karşılaştırma ve Sıralama,Yorum,Orta,"Aşağıdaki oyun parkurunda birbirine paralel olan başlangıç çizgisi ve mavi çizgi arasındaki uzaklık 5√3 m’dir. Başlangıç çizgisinden Fatih, Yavuz ve Mehmet doğrusal bir çizgi boyunca top yuvarlayacaklardır. Topu, mavi çizgiye en yakın mesafede duran kişi oyunu kazanacaktır. Oyunun sonunda Fatih’in yuvarladığı topun durduğu noktanın mavi çizgiye uzaklığı √3 m, Yavuz’un yuvarladığı topun durduğu noktanın başlangıç çizgisine uzaklığı ise 3√3 m’dir. Bu durumda Fatih birinci, Mehmet ikinci ve Yavuz üçüncü olmuştur. Buna göre, Mehmet’in yuvarladığı topun durduğu noktanın başlangıç çizgisine uzaklığının metre cinsinden değeri aşağıdakilerden hangisidir?",5,7,10,12,-,D,MEB,bagimli,"[SORU] Aşağıdaki oyun parkurunda birbirine paralel olan başlangıç çizgisi ve mavi çizgi arasındaki uzaklık 5√3 m’dir. Başlangıç çizgisinden Fatih, Yavuz ve Mehmet doğrusal bir çizgi boyunca top yuvarlayacaklardır. Topu, mavi çizgiye en yakın mesafede duran kişi oyunu kazanacaktır. Oyunun sonunda Fatih’in yuvarladığı topun durduğu noktanın mavi çizgiye uzaklığı √3 m, Yavuz’un yuvarladığı topun durduğu noktanın başlangıç çizgisine uzaklığı ise 3√3 m’dir. Bu durumda Fatih birinci, Mehmet ikinci ve Yavuz üçüncü olmuştur. Buna göre, Mehmet’in yuvarladığı topun durduğu noktanın başlangıç çizgisine uzaklığının metre cinsinden değeri aşağıdakilerden hangisidir?
[A] 5
[B] 7
[C] 10
[D] 12
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Karşılaştırma ve Sıralama_Yorum
181,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,(√4 . ³√3) / ⁶√96 işlemi kaça eşittir?,3,√15,³√12,⁶√6,4,D,Kitap,yok,"[SORU] (√4 . ³√3) / ⁶√96 işlemi kaça eşittir?
[A] 3
[B] √15
[C] ³√12
[D] ⁶√6
[E] 4",Üslü ve Köklü İfadeler_Hesaplama
445,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Kolay,Bir basamaklı en büyük tam kare sayı ile üç basamaklı en küçük tam kare sayının toplamı kaçtır?,130,125,116,109,,D,MEB,yok,"[SORU] Bir basamaklı en büyük tam kare sayı ile üç basamaklı en küçük tam kare sayının toplamı kaçtır?
[A] 130
[B] 125
[C] 116
[D] 109",Tam Sayı / Özel Tanımlar_Yorum
153,LGS,2025,Kareköklü İfadeler,Rasyonelleştirme,Hesaplama,Kolay,1/(√2 - 1) + 1/(√2 + 1) işlemi kaça eşittir?,1,√2,4,2√2,9√10,D,Kitap,yok,"[SORU] 1/(√2 - 1) + 1/(√2 + 1) işlemi kaça eşittir?
[A] 1
[B] √2
[C] 4
[D] 2√2
[E] 9√10",Rasyonelleştirme_Hesaplama
70,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Zor,³√(8! + 9! + 10!) işlemi kaç ile çarpılırsa sonuç rasyonel sayı olur?,∛21,∛49,∛84,∛111,∛147,C,Deneme,yok,"[SORU] ³√(8! + 9! + 10!) işlemi kaç ile çarpılırsa sonuç rasyonel sayı olur?
[A] ∛21
[B] ∛49
[C] ∛84
[D] ∛111
[E] ∛147",Üslü ve Köklü İfadeler_Hesaplama
262,LGS,2019,Kareköklü ifadeler,Alan ve Geometri,Hesaplama,Orta,Dikdörtgen şeklindeki bir kâğıt aşağıdaki gibi kesilerek kare ve dikdörtgen şeklinde iki kâğıt elde ediliyor. Elde edilen kare şeklindeki kâğıdın bir yüzünün alanı 27 cm² olup dikdörtgen şeklindeki kâğıdın bir yüzünün alanının 3 katına eşittir. Buna göre elde edilen dikdörtgen şeklindeki kâğıdın kısa kenarının uzunluğu kaç santimetredir?,9,2√3,3,√3,-,D,MEB,bagimli,"[SORU] Dikdörtgen şeklindeki bir kâğıt aşağıdaki gibi kesilerek kare ve dikdörtgen şeklinde iki kâğıt elde ediliyor. Elde edilen kare şeklindeki kâğıdın bir yüzünün alanı 27 cm² olup dikdörtgen şeklindeki kâğıdın bir yüzünün alanının 3 katına eşittir. Buna göre elde edilen dikdörtgen şeklindeki kâğıdın kısa kenarının uzunluğu kaç santimetredir?
[A] 9
[B] 2√3
[C] 3
[D] √3
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
182,LGS,2025,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Kolay,"a = √3, b = ⁴√10, c = ⁸√90 ise sıralama nasıldır?",a < c < b,b < a < c,c < a < b,c < b < a,a<b<c,A,Kitap,yok,"[SORU] a = √3, b = ⁴√10, c = ⁸√90 ise sıralama nasıldır?
[A] a < c < b
[B] b < a < c
[C] c < a < b
[D] c < b < a
[E] a<b<c",Karşılaştırma ve Sıralama_Yorum
500,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Kolay,√18 − √64 + A işleminin sonucu bir tam sayıdır. Buna göre A sayısı aşağıdakilerden hangisi olabilir?,−√46,−3√2,3√2,√46,,B,MEB,yok,"[SORU] √18 − √64 + A işleminin sonucu bir tam sayıdır. Buna göre A sayısı aşağıdakilerden hangisi olabilir?
[A] −√46
[B] −3√2
[C] 3√2
[D] √46",Tam Sayı / Özel Tanımlar_Yorum
5,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,⁴√2 − √3·√6 + √2 işlemi kaç eşittir?,1,√2,√3,2√3,√6,B,Deneme,yok,"[SORU] ⁴√2 − √3·√6 + √2 işlemi kaç eşittir?
[A] 1
[B] √2
[C] √3
[D] 2√3
[E] √6",İşlem ve Sadeleştirme_Hesaplama
461,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Şekildeki ABCD karesinin alanı 225 cm² ve boyalı bölgenin alanı 81cm²'dir. Buna göre EFGH karesinin bir kenarının uzunluğu kaç santimetredir?,6,12,16,17,,B,MEB,bagimli,"[SORU] Şekildeki ABCD karesinin alanı 225 cm² ve boyalı bölgenin alanı 81cm²'dir. Buna göre EFGH karesinin bir kenarının uzunluğu kaç santimetredir?
[A] 6
[B] 12
[C] 16
[D] 17
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
628,LGS,2021,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Yorum,Orta,Bir kenar uzunluğu √20 cm olan kare şeklindeki bir levhanın alanı kaç santimetrekaredir?,20,10,5√2,4√5,,A,MEB,yok,"[SORU] Bir kenar uzunluğu √20 cm olan kare şeklindeki bir levhanın alanı kaç santimetrekaredir?
[A] 20
[B] 10
[C] 5√2
[D] 4√5",Üslü ve Köklü İfadeler_Yorum
111,LGS,2022,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,"Taburenin yüksekliği her tam turda √3 cm artıyor. En kısa 45 cm, en uzun 60 cm. En çok kaç tam tur döndürülmüştür?",6,7,8,9,10,C,MEB,destekleyici,"[SORU] Taburenin yüksekliği her tam turda √3 cm artıyor. En kısa 45 cm, en uzun 60 cm. En çok kaç tam tur döndürülmüştür?
[A] 6
[B] 7
[C] 8
[D] 9
[E] 10",İşlem ve Sadeleştirme_Hesaplama
325,LGS,2024,Kareköklü Sayılar,Karşılaştırma ve Sıralama,Yorum,Kolay,√289 sayısına en az kaç eklenirse √324 sayısından daha büyük bir tam sayı elde edilir?,35,5,2,1,,D,Deneme,yok,"[SORU] √289 sayısına en az kaç eklenirse √324 sayısından daha büyük bir tam sayı elde edilir?
[A] 35
[B] 5
[C] 2
[D] 1",Karşılaştırma ve Sıralama_Yorum
230,LGS,2022,Kareköklü ifadeler,Alan ve Geometri,Hesaplama,Orta,"Kare şeklindeki sarı ve mavi kâğıtlar, birer köşeleri ve birer kenarları Şekil I’deki gibi çakıştırılmıştır. Kâğıtlar Şekil I’deki konumundayken sarı kâğıt sabit kalmak üzere mavi kâğıt yukarı doğru 2 cm hareket ettirildiğinde sarı kâğıdın bir köşesi, mavi kâğıdın kenarının orta noktası ile Şekil II’deki gibi çakışmıştır. Buna göre, Şekil II’de iki köşeyi birleştiren AB doğru parçasının uzunluğu kaç santimetredir?",2√13,2√26,12,15,-,B,MEB,bagimli,"[SORU] Kare şeklindeki sarı ve mavi kâğıtlar, birer köşeleri ve birer kenarları Şekil I’deki gibi çakıştırılmıştır. Kâğıtlar Şekil I’deki konumundayken sarı kâğıt sabit kalmak üzere mavi kâğıt yukarı doğru 2 cm hareket ettirildiğinde sarı kâğıdın bir köşesi, mavi kâğıdın kenarının orta noktası ile Şekil II’deki gibi çakışmıştır. Buna göre, Şekil II’de iki köşeyi birleştiren AB doğru parçasının uzunluğu kaç santimetredir?
[A] 2√13
[B] 2√26
[C] 12
[D] 15
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
648,LGS,2020,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,√99 sayısı hangi iki tam sayı arasındadır?,9-10,8-9,10-11,7-8,,A,MEB,yok,"[SORU] √99 sayısı hangi iki tam sayı arasındadır?
[A] 9-10
[B] 8-9
[C] 10-11
[D] 7-8",Yaklaşık Değer_Yorum
284,LGS,2025,Kareköklü ifadeler,Rasyonelleştirme,Hesaplama,Orta,(2 + √2) / (√2 + 1) − 1/(√2 − 1) işlemi kaça eşittir?,-1,0,√2,2,2√2,A,Kitap,yok,"[SORU] (2 + √2) / (√2 + 1) − 1/(√2 − 1) işlemi kaça eşittir?
[A] -1
[B] 0
[C] √2
[D] 2
[E] 2√2",Rasyonelleştirme_Hesaplama
215,LGS,2021,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Dikdörtgen şeklindeki bir kâğıt yukarıdaki gibi kesilerek dikdörtgen şeklinde dört eş parça elde edilmiştir. Bu parçaların kısa kenarları ile uzun kenarları çakıştırılarak aşağıdaki gibi iki farklı şekil oluşturulmuştur. Şekil I’in yüksekliği √192 cm ve Şekil II’nin çevresinin uzunluğu 28√3 cm’dir. Buna göre başlangıçta verilen dikdörtgen şeklindeki kâğıdın bir yüzünün alanı kaç santimetrekaredir?,288,144,96,72,-,B,MEB,bagimli,"[SORU] Dikdörtgen şeklindeki bir kâğıt yukarıdaki gibi kesilerek dikdörtgen şeklinde dört eş parça elde edilmiştir. Bu parçaların kısa kenarları ile uzun kenarları çakıştırılarak aşağıdaki gibi iki farklı şekil oluşturulmuştur. Şekil I’in yüksekliği √192 cm ve Şekil II’nin çevresinin uzunluğu 28√3 cm’dir. Buna göre başlangıçta verilen dikdörtgen şeklindeki kâğıdın bir yüzünün alanı kaç santimetrekaredir?
[A] 288
[B] 144
[C] 96
[D] 72
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
117,LGS,2022,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Zor,Kare tekerlekli bisiklet. Tekerlek yüzey alanı 1125 cm². Platformda 30 yarım silindir var. A-B yolu kaç cm? (π=3),75√5,150√5,225√5,300√5,375√5,D,MEB,destekleyici,"[SORU] Kare tekerlekli bisiklet. Tekerlek yüzey alanı 1125 cm². Platformda 30 yarım silindir var. A-B yolu kaç cm? (π=3)
[A] 75√5
[B] 150√5
[C] 225√5
[D] 300√5
[E] 375√5",Alan ve Geometri_Hesaplama
411,LGS,2025,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Orta,Aşağıda kenar uzunlukları verilen dikdörtgenlerden hangisinin alanı en büyüktür?,"√7 cm, 3√7 cm","2√2 cm, 8√2 cm","2√5 cm, 3√5 cm","3√3 cm, 4√3 cm",,D,MEB,yok,"[SORU] Aşağıda kenar uzunlukları verilen dikdörtgenlerden hangisinin alanı en büyüktür?
[A] √7 cm, 3√7 cm
[B] 2√2 cm, 8√2 cm
[C] 2√5 cm, 3√5 cm
[D] 3√3 cm, 4√3 cm",Karşılaştırma ve Sıralama_Yorum
152,LGS,2025,Kareköklü İfadeler,Rasyonelleştirme,Hesaplama,Kolay,2/(2+√2) + 2/√2 işlemi kaça eşittir?,1/√2,1,√2,2,4√7,D,Kitap,yok,"[SORU] 2/(2+√2) + 2/√2 işlemi kaça eşittir?
[A] 1/√2
[B] 1
[C] √2
[D] 2
[E] 4√7",Rasyonelleştirme_Hesaplama
687,LGS,2019,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Orta,"2√10, √17, 3√3 sayılarının küçükten büyüğe doğru sıralanışı aşağıdakilerden hangisidir?",√17 < 3√3 < 2√10,3√3 < √17 < 2√10,√17 < 2√10 < 3√3,3√3 < 2√10 < √17,,D,MEB,yok,"[SORU] 2√10, √17, 3√3 sayılarının küçükten büyüğe doğru sıralanışı aşağıdakilerden hangisidir?
[A] √17 < 3√3 < 2√10
[B] 3√3 < √17 < 2√10
[C] √17 < 2√10 < 3√3
[D] 3√3 < 2√10 < √17",Karşılaştırma ve Sıralama_Yorum
67,LGS,2020,Kareköklü İfadeler,Rasyonelleştirme,Hesaplama,Orta,(√6−√3)/(2−√2) − (5√6)/10 işlemi kaça eşittir?,−√2,0,1,√2,√3,B,Örnek,yok,"[SORU] (√6−√3)/(2−√2) − (5√6)/10 işlemi kaça eşittir?
[A] −√2
[B] 0
[C] 1
[D] √2
[E] √3",Rasyonelleştirme_Hesaplama
371,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Yorum,Kolay,Aşağıdaki eşitliklerden hangisi yanlıştır,-3√4 + 4√3 = 10√3,√2 + √2 + √2 = √18,2√11 − 2√11 = 0,5√2 + 3√3 = 8√5,,A,Örnek,yok,"[SORU] Aşağıdaki eşitliklerden hangisi yanlıştır
[A] -3√4 + 4√3 = 10√3
[B] √2 + √2 + √2 = √18
[C] 2√11 − 2√11 = 0
[D] 5√2 + 3√3 = 8√5",İşlem ve Sadeleştirme_Yorum
432,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Orta,"√288 kilometrelik bir yolun yarısını dakikada √8 kilometre, diğer yarısını dakikada √18 kilometre hızla giden bir araç, bu yolun tamamını kaç dakikada gider?",4,5,6,7,,B,MEB,yok,"[SORU] √288 kilometrelik bir yolun yarısını dakikada √8 kilometre, diğer yarısını dakikada √18 kilometre hızla giden bir araç, bu yolun tamamını kaç dakikada gider?
[A] 4
[B] 5
[C] 6
[D] 7",Problem Çözme_Problem
